lon,lat,cbsd
33.156044,1.5030845277777778,0
33.166938777777766,1.5019849444444444,0
32.25496672222222,1.6423232222222222,0
33.642189,1.7168123611111112,1
33.15803144444444,1.5039516666666666,0
32.319633472222236,1.4530789444444443,1
33.74896619444444,0.5542799444444445,1
32.92509077777777,1.6474583055555556,0
33.15971372222222,1.4993706944444445,0
33.155632000000004,1.5036646111111112,1
33.16110991666667,1.4998179722222222,1
31.755571361111112,-0.3943680833333333,0
31.75572583333333,-0.3943776944444445,1
33.15723036111111,1.5008605555555556,0
33.82507705555556,1.5491391388888889,1
33.16003416666666,1.5075641944444444,1
33.158523555555554,1.5038855,0
33.64137266666667,1.7168689722222223,1
33.64207838888889,1.7166840833333334,0
33.956932055555555,1.4805010277777781,0
32.88502883333333,0.8268094166666666,0
33.740825638888886,0.5539014722222223,0
32.28886411111111,1.5178544166666663,1
33.156177500000005,1.5030783333333333,1
33.15452191666667,1.51144075,0
34.169685361111114,0.8008056388888889,1
32.52595136111111,0.7365788055555555,1
32.87302777777778,0.7576033888888889,0
33.15724180555556,1.501803027777778,1
31.213140472222218,3.615701666666667,0
33.156932805555556,1.5035101944444444,1
32.916454305555554,1.7107308055555557,0
33.16381452777777,1.7804968333333333,1
31.75523183333333,-0.3954688888888889,0
32.26982497222223,1.5980363611111112,1
33.15579986111111,1.5029008055555555,1
33.15664288888889,1.50330325,1
32.522312138888886,0.7387491666666666,0
33.737468694444445,1.4013080555555557,0
33.74951933333333,0.6075794166666666,0
32.61825177777778,0.5339566944444445,0
33.24359891666667,3.3083781944444444,0
32.95571136111111,1.3779591111111111,0
34.36813733333334,2.384795861111111,0
33.159626,1.4992475277777781,1
33.15481947222222,1.506083,0
33.15866469444444,1.5037729722222222,0
33.157997111111115,1.5042083055555555,0
33.64134977777777,1.7172408888888893,0
33.125888805555554,0.9824172777777778,1
33.74966047222223,0.6123046111111111,0
33.12586975,0.9827087777777778,0
32.77599333333333,3.089237194444445,0
33.82027433333334,1.5123187222222223,0
33.641551944444444,1.7171816388888892,0
32.46502683333333,0.075087,0
33.15649030555556,1.5034024444444445,0
32.90732191666667,1.7249620833333337,1
32.52157972222222,0.7367589722222222,0
32.79322433333333,3.0492076666666668,1
33.15958783333333,1.4992903333333334,0
32.83972930555556,3.063701611111111,0
32.786918638888885,3.047032333333333,0
33.15794752777778,1.50422525,1
32.606746666666666,0.5249109722222223,0
32.47789,0.9915117222222222,0
33.22334288888889,3.31556725,0
33.74891661111111,0.6027732777777778,0
32.571739194444454,0.21103069444444444,0
33.753067,0.6054482777777778,0
33.155830361111114,1.5042165277777777,0
33.15868758333333,1.5058348333333331,0
33.75258252777777,0.61401125,0
33.75005338888889,0.6039416388888889,0
33.16548536111111,1.5004031388888892,0
32.52791975,0.7457209166666666,0
33.15639875,1.5032784722222223,1
33.17349241666666,1.5105822222222225,0
33.11500166666667,1.0194911944444445,0
32.45655438888889,1.4576779444444443,0
33.16130063888889,1.5003163611111112,1
33.24318694444445,3.310150833333333,1
32.301475499999995,1.6078871388888893,1
31.87480161111111,-0.3504937777777777,0
30.66558263888889,0.6357049722222222,0
34.204803444444444,0.7581642777777777,0
33.64133452777778,1.7168088055555557,0
33.75069808333333,0.6040850277777777,0
33.17247008333333,1.508862472222222,0
33.12077711111111,0.9615483333333332,0
33.07011030555556,1.7411242777777778,1
32.835876444444445,3.0748419722222224,0
33.158092472222215,1.5040856666666669,0
33.155242916666666,1.5110261111111112,0
33.642108916666665,1.7167295833333334,0
33.15886305555556,1.5034650277777777,0
33.1562805,1.5043754444444444,0
33.16252897222222,1.4991607500000002,0
32.66809461111111,1.5333942222222219,0
33.98957441666667,1.8105666388888892,0
32.742111194444455,1.2603793055555557,1
33.156044,1.5029385,0
33.64122388888889,1.71654725,0
33.75213622222222,0.6143932777777777,0
33.75231933333333,0.6147,0
33.75298308333333,0.6054133055555555,0
32.90705488888889,0.7070431388888888,1
32.52374647222222,0.7276316944444444,0
33.152965527777766,1.5002806111111107,0
33.15463255555555,1.5061099166666667,1
32.98429105555556,1.3558978888888893,0
33.12083433333333,0.9613230833333332,0
32.525302861111115,0.73171575,1
32.540596,0.7392099999999999,0
32.958755472222215,1.3747303611111112,1
33.162578555555555,1.4995900277777778,0
32.52848813888889,0.7393246944444444,0
33.158672305555555,1.5050385,0
33.161285388888885,1.5000058333333333,1
33.15803144444444,1.5042146111111112,0
31.755649555555557,-0.3943698611111112,0
33.75251386111111,1.5037697222222222,0
33.15735625,1.502053,0
32.29022597222222,0.6478416944444444,0
33.158561694444444,1.50365325,0
33.1572685,1.5009345833333334,1
33.16635511111111,1.505593527777778,1
33.15811919444445,1.5042114166666667,0
33.157176944444444,1.5070159166666666,0
32.47146986111111,0.9836166944444444,0
33.15601347222222,1.5029035833333333,0
33.128887166666665,0.98808725,1
33.15874480555556,1.503456583333333,0
31.771978361111113,-0.3531953055555556,1
31.755657194444453,-0.39439247222222223,0
33.641662583333336,1.7174616944444443,0
33.12635038888889,0.98195025,0
32.83402633333333,3.068195555555556,0
33.15806197222222,1.50394725,0
33.15870283333333,1.5036760555555555,1
32.87306211111111,0.7576833055555555,0
32.91856763888889,1.6474400833333334,1
32.52154158333333,0.7367563055555555,0
32.793273916666664,3.0491387777777783,1
32.82840727777778,3.0726327777777778,0
33.156856527777784,1.5108634166666666,0
32.49267194444445,0.8434616666666667,0
33.16096877777777,1.5056708888888888,0
33.752273555555554,0.6142716666666667,1
32.29636763888889,2.2612995833333334,1
32.89726255555556,1.6311211666666667,0
